Day,Group,Food Name,Amount,Energy (kcal),Alcohol (g),Caffeine (mg),Oxalate (mg),Phytate (mg),Water (g),B1 (Thiamine) (mg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),B12 (Cobalamin) (Âµg),Folate (Âµg),Vitamin A (Âµg),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (Âµg),Calcium (mg),Copper (mg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (Âµg),Sodium (mg),Zinc (mg),Net Carbs (g),Carbs (g),Fiber (g),Insoluble Fiber (g),Soluble Fiber (g),Starch (g),Sugars (g),Added Sugars (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Omega-3 (g),ALA (g),DHA (g),EPA (g),Omega-6 (g),AA (g),LA (g),Cystine (g),Histidine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Protein (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g),Category
2026-04-11,"Uncategorized","Halos, California Mandarins","1.00 Mandarin",47.00,,,,,74.95,0.05,0.03,0.33,0.19,0.07,,14.08,180.00,23.40,,0.18,,25.00,0.04,0.13,10.56,0.03,17.60,146.08,0.09,2.00,0.06,10.40,12.00,1.60,,,0.84,9.30,,0.27,0.00,0.05,0.06,0.03,,0.02,,,,0.04,,,0.00,0.01,0.01,0.02,0.03,0.00,0.02,0.71,0.01,0.00,0.01,0.02,"Fruits and Fruit Juices"
2026-04-11,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-11,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-11,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-11,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-11,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-12,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-12,"Uncategorized","Home coffee","1.00 full recipe",164.98,0.00,125.68,0.85,0.00,292.36,0.10,0.24,1.31,0.62,0.11,0.92,0.00,53.94,0.00,65.59,0.09,0.59,220.11,0.02,0.18,35.00,0.07,184.63,397.85,3.82,72.19,0.75,23.41,23.42,0.00,0.00,0.00,0.00,20.38,12.48,5.49,20.50,1.18,0.19,3.18,0.19,0.03,0.02,0.00,0.00,0.16,0.01,0.14,0.04,0.17,0.30,0.59,0.51,0.15,0.29,6.07,0.27,0.07,0.28,0.36,""
2026-04-12,"Uncategorized","Nabisco ,Ritz Crackers, Original","9.00 each",154.13,0.00,0.00,8.95,59.33,2.27,0.20,0.09,1.41,0.09,0.01,0.00,42.60,0.00,0.00,0.00,1.30,3.30,36.00,0.03,0.90,5.64,0.16,22.55,18.00,3.29,234.33,0.15,17.45,18.08,0.63,0.31,0.32,15.45,1.96,1.91,8.05,0.00,3.95,1.51,2.10,0.03,0.32,0.32,0.00,0.00,1.19,0.00,1.19,0.05,0.05,0.08,0.16,0.05,0.04,0.11,2.28,0.06,0.03,0.07,0.09,"Snacks"
2026-04-12,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-12,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-12,"Uncategorized","17 Cooks, Chicken Chili","28.00 oz",635.03,,,,,,,,,,,,,,,,,,238.14,,7.14,,,,2698.87,,2127.35,,38.10,53.98,15.88,,,,15.88,,19.05,206.38,,,4.76,0.00,,,,,,,,,,,,,,,69.85,,,,,"Meals, Entrees, and Sidedishes"
2026-04-12,"Uncategorized","Butter chicken (murgh makhani)","1.25 cup",470.24,0.00,0.00,23.16,37.99,216.40,0.13,0.65,8.93,1.86,0.68,2.23,21.29,141.05,5.60,23.04,2.40,21.78,133.64,0.27,3.04,57.90,0.38,364.59,617.89,45.81,1055.16,4.85,7.96,9.84,1.81,0.96,0.57,1.02,6.12,0.00,31.13,196.98,8.19,8.35,11.68,0.69,0.85,0.81,0.01,0.02,7.21,0.11,7.09,0.35,1.00,1.14,2.62,2.99,0.96,1.25,37.68,1.38,0.43,1.15,1.27,"Meals, Entrees, and Sidedishes"
2026-04-12,"Uncategorized","Mother's Recipe, Jeera Rice","160.00 g",148.57,,,,,,,,,,,,,,,0.00,,,29.71,,2.29,,,,54.86,,251.43,,25.14,26.29,1.14,,,,0.00,0.00,3.43,0.00,,,0.00,0.00,,,,,,,,,,,,,,,2.29,,,,,"Meals, Entrees, and Sidedishes"
2026-04-12,"Uncategorized","Rose milk","1.00 cup",230.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.00,32.00,,,,,,,8.00,,,,,,,,,,,,,,,,,,,,8.00,,,,,""
2026-04-12,"Uncategorized","Dunkin' Donuts, Boston Kreme Donut","1.00 donut",270.00,,,,,,,,,,,,,,,40.00,,,33.00,,2.00,,,,81.00,,320.00,,38.00,39.00,1.00,,,,18.00,17.00,11.00,0.00,,,4.50,0.00,,,,,,,,,,,,,,,5.00,,,,,"Sweets"
2026-04-12,"Uncategorized","Rabdi sweet milk reduction","0.67 x 3.0 oz",150.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.75,16.75,,,,,,,8.04,,,,,,,,,,,,,,,,,,,,2.68,,,,,""
2026-04-12,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-12,"Uncategorized","Mandarin Orange, Fresh","2.00 small - 2 1/4"" diameter",80.56,0.00,0.00,33.90,76.00,129.46,0.09,0.05,0.57,0.33,0.12,0.00,24.32,51.81,40.58,0.00,0.30,0.00,56.24,0.06,0.23,18.24,0.06,30.40,252.32,0.15,3.04,0.11,17.07,20.28,2.74,2.19,0.55,0.00,16.08,0.00,0.47,0.00,0.09,0.10,0.06,0.00,0.03,0.03,0.00,0.00,0.07,0.00,0.07,0.00,0.02,0.03,0.04,0.05,0.00,0.03,1.23,0.02,0.00,0.02,0.03,"Fruits and Fruit Juices"
2026-04-12,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-12,"Uncategorized","Domino's, Cheese Pizza, Hand Tossed","0.25 medium - 12"" diameter - 8 slices",399.88,0.00,0.00,26.18,158.38,81.56,0.59,0.46,4.31,0.63,0.13,0.86,138.53,125.91,3.28,7.68,1.24,8.35,392.39,0.14,3.43,36.01,0.49,360.33,288.63,24.52,810.04,2.37,45.96,48.33,2.36,1.33,1.03,40.05,3.23,1.02,13.27,32.70,3.28,1.95,6.33,0.38,0.20,0.19,0.00,0.00,1.65,0.00,1.65,0.23,0.46,0.94,1.61,0.85,0.43,0.94,20.69,0.82,0.40,0.81,1.07,"Fast Foods"
2026-04-12,"Uncategorized","Domino's, Cheese Pizza, Hand Tossed","0.25 medium - 12"" diameter - 8 slices",399.88,0.00,0.00,26.18,158.38,81.56,0.59,0.46,4.31,0.63,0.13,0.86,138.53,125.91,3.28,7.68,1.24,8.35,392.39,0.14,3.43,36.01,0.49,360.33,288.63,24.52,810.04,2.37,45.96,48.33,2.36,1.33,1.03,40.05,3.23,1.02,13.27,32.70,3.28,1.95,6.33,0.38,0.20,0.19,0.00,0.00,1.65,0.00,1.65,0.23,0.46,0.94,1.61,0.85,0.43,0.94,20.69,0.82,0.40,0.81,1.07,"Fast Foods"
2026-04-12,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-12,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-12,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-12,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-13,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-13,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-13,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-13,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-13,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-13,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-13,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-13,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-13,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-13,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-13,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-13,"Breakfast","Premier Protein, Protein Shake, CafÃ© Latte, 5g Carbs","1.00 x 11.0 fl oz",160.00,,95.00,,,285.30,0.60,0.65,4.80,1.50,0.85,1.20,200.00,230.00,46.00,240.00,3.80,30.00,650.00,0.25,1.80,90.00,0.60,550.00,260.00,14.00,220.00,2.80,3.00,5.00,2.00,,,,1.00,0.00,3.00,20.00,,,1.00,0.00,,,,,,,,,,,,,,,30.00,,,,,"Beverages"
2026-04-13,"Breakfast","Quiche","1.00 medium",312.51,0.00,0.00,415.23,9.54,157.00,0.16,0.75,0.73,1.54,0.37,1.11,177.60,721.70,9.07,87.00,3.66,447.76,282.24,0.17,4.69,91.43,0.87,227.49,716.01,32.23,2184.49,1.96,10.35,12.76,2.36,1.95,0.41,0.00,6.30,0.00,17.20,383.00,7.45,2.12,5.01,0.00,0.20,0.12,0.04,0.01,1.86,0.15,1.25,0.33,0.36,0.83,1.30,1.08,0.44,0.80,27.53,0.73,0.19,0.62,0.93,""
2026-04-13,"Lunch","Chicken Fried Rice","1.00 Fried Rice Meal",653.09,0.00,0.00,14.23,149.75,308.01,0.70,0.59,25.89,4.59,2.28,0.49,346.79,158.50,94.25,2.75,4.10,52.18,78.87,0.32,4.96,109.32,1.11,640.37,1223.06,64.29,588.89,2.83,63.75,68.37,4.46,2.66,0.75,54.94,5.09,0.00,14.59,176.68,5.36,1.88,4.35,0.17,0.17,0.15,0.01,0.01,1.44,0.03,1.21,0.67,2.08,2.81,4.78,5.23,1.48,2.45,59.45,2.56,0.74,2.06,3.07,""
2026-04-13,"Dinner","Chicken Fried Rice","0.30 Fried Rice Meal",195.93,0.00,0.00,4.27,44.93,92.40,0.21,0.18,7.77,1.38,0.68,0.15,104.04,47.55,28.28,0.82,1.23,15.65,23.66,0.10,1.49,32.80,0.33,192.11,366.92,19.29,176.67,0.85,19.12,20.51,1.34,0.80,0.22,16.48,1.53,0.00,4.38,53.00,1.61,0.56,1.31,0.05,0.05,0.04,0.00,0.00,0.43,0.01,0.36,0.20,0.62,0.84,1.43,1.57,0.44,0.73,17.84,0.77,0.22,0.62,0.92,""
2026-04-13,"Snacks","Doritos, Tortilla Chips, Spicy Sweet Chili","1.00 package",260.00,,,,,,,,,,,,,60.00,0.00,0.00,,,50.00,,0.50,,,,80.00,,490.00,,29.00,31.00,2.00,,,,2.00,1.00,13.00,0.00,,,2.00,0.00,,,,,,,,,,,,,,,3.00,,,,,"Snacks"
2026-04-13,"Snacks","Mrs. Freshley's, Original Jumbo Honey Bun, Original Jumbo","0.80 serving",471.44,,,,,,,,,,,,,0.00,0.00,,,,120.42,,2.89,,,,,,360.11,,53.62,56.00,2.39,,,,24.00,,24.80,0.00,,,13.60,0.00,,,,,,,,,,,,,,,5.60,,,,,""
2026-04-14,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-14,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-14,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-14,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-14,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-14,"Uncategorized","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-14,"Uncategorized","Publix, Red Velvet Sliced Loaf Cake With Cream Cheese Icing, Red Velvet","0.70 slice",133.00,,,,,,,,,,,,,,,0.00,,,21.00,,0.56,,,,56.00,,98.00,,18.20,18.90,0.70,,,,12.60,11.90,5.60,17.50,,,1.05,0.00,,,,,,,,,,,,,,,1.40,,,,,""
2026-04-14,"Breakfast","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
2026-04-14,"Breakfast","Quiche","1.00 medium",312.51,0.00,0.00,415.23,9.54,157.00,0.16,0.75,0.73,1.54,0.37,1.11,177.60,721.70,9.07,87.00,3.66,447.76,282.24,0.17,4.69,91.43,0.87,227.49,716.01,32.23,2184.49,1.96,10.35,12.76,2.36,1.95,0.41,0.00,6.30,0.00,17.20,383.00,7.45,2.12,5.01,0.00,0.20,0.12,0.04,0.01,1.86,0.15,1.25,0.33,0.36,0.83,1.30,1.08,0.44,0.80,27.53,0.73,0.19,0.62,0.93,""
2026-04-14,"Breakfast","Premier Protein, Protein Shake, CafÃ© Latte, 5g Carbs","1.00 x 11.0 fl oz",160.00,,95.00,,,285.30,0.60,0.65,4.80,1.50,0.85,1.20,200.00,230.00,46.00,240.00,3.80,30.00,650.00,0.25,1.80,90.00,0.60,550.00,260.00,14.00,220.00,2.80,3.00,5.00,2.00,,,,1.00,0.00,3.00,20.00,,,1.00,0.00,,,,,,,,,,,,,,,30.00,,,,,"Beverages"
2026-04-14,"Lunch","Water","8.00 fl oz",0.00,0.00,0.00,0.00,,236.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Beverages"
